session_id,timestamp,country,device_category,source,page_path,avg_session_duration_sec,bounce_rate,conversions,new_user,page_views,unique_page_views
SESS-320110,2025-09-24 19:35:35,United States,Mobile,Organic Search,/product/fashion,106.9,0.283,0,No,1,1
SESS-320111,2025-11-12 03:44:30,India,Desktop,Organic Search,/product/fashion,156.5,0.293,0,No,2,1
SESS-320112,2025-11-08 08:07:48,France,Desktop,paid search  ,/deals,19.1,0.468,0,Yes,1,1
SESS-320113,2025-11-06 11:12:54,India,Mobile,Paid Search,/product/electronics,120.6,0.492,0,Yes,1,1
SESS-320114,2025-03-30 22:25:05,Other,Mobile,Organic Search,/product/electronics,483.4,0.397,0,Yes,3,2
SESS-320115,2025-09-18 04:03:09,Mexico,Desktop,Direct,/product/fashion,130.5,0.392,0,No,2,1
SESS-320116,2025-01-18 17:45:56,Germany,Mobile,Direct,/product/fashion,58.8,0.51,0,Yes,1,1
SESS-320117,2025-04-12 14:34:38,India,Desktop,Organic Search,/product/home-kitchen,122.2,0.298,0,Yes,6,5
SESS-320118,2025-12-18 19:23:55,United States,Mobile,Paid Search,/product/fashion,282.2,0.599,0,No,1,1
SESS-320119,2025-06-05 19:24:34,Other,Tablet,Direct,/product/books,219.5,0.334,0,No,3,2
SESS-320120,2025-04-30 04:45:57,United States,Mobile,organic search  ,/deals,5.2,0.533,0,Yes,2,1
SESS-320121,2025-12-07 17:19:56,United Kingdom,Mobile,Organic Search,/account,147.7,0.29,0,Yes,3,2
SESS-320122,2025-11-15 14:39:10,Other,Tablet,Organic Search,/account,31.0,0.357,0,No,5,3
SESS-320123,2025-09-19 06:20:12,United Kingdom,Mobile,Social,/product/electronics,88.0,0.644,0,Yes,1,1
SESS-320124,2025-12-16 05:16:28,Other,Mobile,Direct,/cart,99.2,0.516,0,Yes,2,1
SESS-320125,2025-09-16 03:03:47,Australia,Mobile,Social,/home,106.1,0.574,0,No,1,1
SESS-320126,2025-04-08 16:32:26,Mexico,Desktop,Paid Search,/search,,0.489,1,No,1,1
SESS-320127,2025-09-04 16:21:57,United States,Desktop,Direct,/cart,283.5,0.266,0,Yes,1,1
SESS-320128,2025-03-12 01:41:09,Japan,Mobile,Paid Search,/deals,47.3,0.653,0,Yes,1,1
SESS-320129,2025-02-17 15:52:25,India,Desktop,Direct,/home,34.2,0.29,1,Yes,3,1
SESS-320130,2025-04-06 02:33:13,Germany,Mobile,Email,/cart,77.9,0.152,0,No,2,1
SESS-320131,2025-07-23 04:50:47,India,Mobile,Email,/product/electronics,3.0,0.424,0,Yes,1,1
SESS-320132,2025-05-20 18:10:26,India,Tablet,Social,/product/fashion,58.8,0.476,0,No,1,1
SESS-320133,2025-03-11 16:40:55,United States,Tablet,Social,/deals,129.8,0.434,0,Yes,3,2
SESS-320134,2025-05-31 01:05:13,India,Desktop,Paid Search,/product/fashion,102.0,0.555,0,No,1,1
SESS-320135,2025-10-04 01:21:12,India,Mobile,Referral,/home,132.0,0.417,0,No,1,1
SESS-320136,2025-02-08 03:02:45,Canada,Tablet,Email,/home,48.4,0.532,0,Yes,1,1
SESS-320137,2025-01-17 07:10:13,United States,Desktop,Social,/home,159.6,0.58,0,Yes,2,1
SESS-320138,2025-11-15 02:28:25,United States,Mobile,Direct,/product/electronics,117.8,0.322,0,No,4,2
SESS-320139,2025-10-15 09:06:44,Brazil,Desktop,direct  ,/deals,198.4,0.244,0,No,4,2
SESS-320140,2025-12-27 02:11:13,Canada,Mobile,Direct,/checkout,236.0,0.335,0,Yes,3,2
SESS-320141,2025-03-17 06:22:50,United States,Mobile,social  ,/home,162.7,0.621,0,No,1,1
SESS-320142,2025-11-18 03:17:19,United States,Desktop,Paid Search,/checkout,318.4,0.489,0,Yes,1,1
SESS-320143,2025-04-21 08:57:08,India,Mobile,Organic Search,/home,127.7,0.466,0,No,1,1
SESS-320144,2025-03-26 01:00:34,India,Mobile,Organic Search,/product/home-kitchen,200.4,0.543,0,Yes,1,1
SESS-320145,2025-07-21 03:36:13,Canada,Desktop,Paid Search,/home,162.2,0.327,0,No,1,1
SESS-320146,2025-05-24 13:39:09,France,Tablet,Paid Search,/deals,93.8,0.47,0,No,1,1
SESS-320147,2025-01-13 18:00:44,Australia,Desktop,Organic Search,/home,263.6,0.299,0,Yes,5,3
SESS-320148,2025-04-10 21:45:49,Other,Desktop,Direct,/cart,463.6,0.272,0,Yes,2,1
SESS-320149,2025-06-16 18:23:34,United States,Mobile,Paid Search,/product/fashion,415.7,0.506,0,Yes,2,1
SESS-320150,2025-05-26 09:53:44,India,Desktop,Direct,/product/fashion,54.3,0.21,0,Yes,1,1
SESS-320151,2025-11-15 15:01:54,United States,Mobile,Direct,/home,172.9,0.383,0,Yes,4,3
SESS-320152,2025-02-01 23:15:49,Other,Desktop,Direct,/cart,229.0,0.178,0,Yes,3,1
SESS-320153,2025-07-31 23:35:31,United States,Mobile,Email,/checkout,167.2,0.312,0,Yes,2,1
SESS-320154,2025-12-24 12:31:48,United States,Mobile,Referral,/home,69.7,0.636,0,Yes,1,1
SESS-320155,2025-07-13 04:14:36,United Kingdom,Mobile,Paid Search,/product/fashion,51.6,0.558,1,Yes,1,1
SESS-320156,2025-01-07 10:47:30,Brazil,Mobile,organic search  ,/account,247.4,0.418,1,Yes,1,1
SESS-320157,2025-01-13 07:53:06,Germany,Mobile,Email,/cart,105.4,0.375,0,Yes,2,1
SESS-320158,2025-11-14 23:06:36,United States,Mobile,Organic Search,/home,16.0,0.481,0,No,1,1
SESS-320159,2025-07-10 00:36:30,Germany,Desktop,Direct,/deals,64.2,0.293,0,Yes,4,2
SESS-320160,2025-02-24 00:28:04,Mexico,Desktop,Direct,/product/electronics,34.7,0.412,0,No,1,1
SESS-320161,2025-07-03 17:19:41,Other,Mobile,Social,/product/fashion,181.8,0.481,0,No,1,1
SESS-320162,2025-07-14 03:04:24,Other,Mobile,Direct,/home,224.3,0.29,0,No,2,1
SESS-320163,2025-07-22 01:59:34,India,Tablet,Direct,/home,77.2,0.337,0,Yes,9,8
SESS-320164,2025-08-12 16:28:16,Brazil,Mobile,Paid Search,/deals,69.9,0.576,1,No,1,1
SESS-320165,2025-10-28 07:17:54,Australia,Mobile,Organic Search,/product/books,199.6,0.432,0,No,2,1
SESS-320166,2025-06-25 21:44:06,United States,Mobile,Email,/search,187.7,0.327,0,Yes,4,3
SESS-320167,2025-09-15 12:57:07,Canada,Mobile,Email,/home,80.9,0.282,0,Yes,1,1
SESS-320168,2025-05-09 11:00:29,Canada,Mobile,Organic Search,/product/fashion,98.7,0.468,0,Yes,1,1
SESS-320169,2025-10-12 01:29:58,Germany,Mobile,Referral,/home,147.1,0.473,0,No,2,1
SESS-320170,2025-01-17 13:52:48,United States,Mobile,Social,/search,132.3,0.61,0,Yes,1,1
SESS-320171,2025-12-18 15:05:35,Other,Desktop,Organic Search,/cart,184.6,0.447,0,Yes,2,1
SESS-320172,2025-11-04 21:16:36,Brazil,Mobile,Organic Search,/product/books,43.7,0.263,0,Yes,4,3
SESS-320173,2025-04-26 12:44:30,Canada,Mobile,Social,/product/home-kitchen,36.5,0.887,0,Yes,1,1
SESS-320174,2025-07-19 15:08:29,Other,Mobile,Direct,/home,241.1,0.37,0,No,1,1
SESS-320175,2025-11-20 21:45:34,Canada,Tablet,Direct,/product/books,74.8,0.422,0,No,1,1
SESS-320176,2025-08-23 03:32:49,Canada,Tablet,Direct,/product/home-kitchen,68.3,0.427,0,Yes,1,1
SESS-320177,2025-03-13 01:45:44,India,Mobile,Organic Search,/cart,162.5,0.379,0,No,4,3
SESS-320178,2025-05-05 14:18:32,United States,Desktop,Referral,/deals,75.4,0.37,0,No,4,3
SESS-320179,2025-12-09 15:04:37,Germany,Mobile,Direct,/product/electronics,134.5,0.41,0,Yes,1,1
SESS-320180,2025-04-15 09:54:14,India,Desktop,Direct,/home,21.2,0.22,0,Yes,6,4
SESS-320181,2025-05-30 08:52:26,India,Desktop,Direct,/search,368.2,0.508,0,No,1,1
SESS-320182,2025-11-11 23:02:12,India,Desktop,Social,/product/fashion,179.1,0.521,0,No,2,1
SESS-320183,2025-02-22 04:24:52,United States,Mobile,Organic Search,/search,177.3,0.63,0,Yes,1,1
SESS-320184,2025-07-10 08:19:25,Japan,Mobile,Organic Search,/checkout,336.9,0.42,0,Yes,2,1
SESS-320185,2025-11-07 10:03:16,India,Desktop,Referral,/deals,119.3,0.255,0,No,5,4
SESS-320186,2025-02-25 21:33:32,Germany,Desktop,Organic Search,/product/fashion,145.8,0.399,0,No,3,1
SESS-320187,2025-01-09 00:17:55,Mexico,Mobile,Direct,/product/electronics,,0.409,0,No,2,1
SESS-320188,2025-08-28 20:02:34,United States,Desktop,Organic Search,/home,568.0,0.393,0,No,1,1
SESS-320189,2025-04-26 14:52:00,France,Mobile,Paid Search,/search,120.0,0.697,0,No,1,1
SESS-320190,2025-08-27 08:12:57,Australia,Mobile,Paid Search,/product/electronics,86.0,0.629,0,Yes,2,1
SESS-320191,2025-03-15 15:33:21,Canada,Desktop,Paid Search,/search,82.9,0.347,0,Yes,4,2
SESS-320192,2025-12-28 02:55:23,Japan,Desktop,Direct,/product/electronics,24.3,0.191,0,No,1,1
SESS-320193,2025-07-19 03:46:01,United States,Desktop,Organic Search,/product/fashion,126.9,0.351,0,Yes,5,3
SESS-320194,2025-11-13 13:05:04,United States,Desktop,Organic Search,/product/fashion,49.3,0.477,0,Yes,4,2
SESS-320195,2025-12-26 14:57:37,Mexico,Desktop,Organic Search,/home,255.7,0.404,0,Yes,1,1
SESS-320196,2025-06-29 20:28:42,Brazil,Mobile,Social,/product/electronics,158.5,0.619,0,Yes,1,1
SESS-320197,2025-05-24 09:48:58,India,Mobile,Direct,/product/home-kitchen,163.7,0.406,0,No,1,1
SESS-320198,2025-07-23 03:15:24,Mexico,Desktop,Direct,/deals,84.2,0.323,1,Yes,4,3
SESS-320199,2025-02-04 09:04:09,Japan,Desktop,Organic Search,/product/electronics,54.2,0.304,0,Yes,6,4
SESS-320200,2025-11-04 22:36:35,United States,Mobile,Direct,/home,146.1,0.467,0,Yes,1,1
SESS-320201,2025-09-11 07:32:02,Japan,Mobile,Direct,/cart,216.1,0.414,0,Yes,2,1
SESS-320202,2025-08-25 01:11:04,United States,Desktop,Organic Search,/home,187.8,0.276,0,No,4,2
SESS-320203,2025-04-11 07:07:54,Germany,Desktop,Direct,/cart,66.0,0.296,0,Yes,4,2
SESS-320204,2025-06-02 04:45:02,United States,Mobile,Social,/deals,80.7,0.555,0,Yes,1,1
SESS-320205,2025-07-06 22:31:32,India,Mobile,Social,/product/home-kitchen,203.1,0.502,0,Yes,1,1
SESS-320206,2025-11-01 07:02:44,India,Desktop,Direct,/cart,71.6,0.282,0,Yes,1,1
SESS-320207,2025-07-14 11:01:43,Brazil,,Direct,/deals,53.1,0.321,0,Yes,5,4
SESS-320208,2025-07-12 21:54:28,Australia,Mobile,Organic Search,/search,157.3,0.493,0,Yes,1,1
SESS-320209,2025-11-26 02:58:19,Canada,Desktop,Organic Search,/cart,629.3,0.446,0,Yes,4,3
SESS-320210,2025-03-22 22:03:23,India,Mobile,Organic Search,/product/fashion,148.9,0.42,0,No,1,1
SESS-320211,2025-11-16 18:06:01,Brazil,Mobile,Organic Search,/home,461.4,0.435,0,Yes,1,1
SESS-320212,2025-04-15 13:23:32,Other,Desktop,Paid Search,/product/home-kitchen,69.5,0.476,0,Yes,1,1
SESS-320213,2025-08-27 10:28:20,India,Mobile,Email,/cart,61.7,0.305,0,Yes,1,1
SESS-320214,2025-06-21 02:04:39,India,Mobile,Direct,/home,79.5,0.472,0,Yes,1,1
SESS-320215,2025-02-15 20:25:32,United States,Desktop,Organic Search,/deals,42.9,0.239,0,No,2,1
SESS-320216,2025-12-19 19:55:00,Australia,Tablet,Social,/checkout,76.1,0.658,0,No,1,1
SESS-320217,2025-03-24 01:36:34,United States,Mobile,Organic Search,/product/home-kitchen,345.6,0.475,0,Yes,1,1
SESS-320218,2025-06-22 06:33:22,United States,Mobile,Social,/product/fashion,150.8,0.63,0,No,1,1
SESS-320219,2025-01-05 12:23:17,Germany,Desktop,Paid Search,/product/fashion,270.6,0.411,0,No,3,2
SESS-320220,2025-10-30 13:15:46,United States,Desktop,Organic Search,/home,25.4,0.362,1,Yes,3,1
SESS-320221,2025-01-28 16:26:52,United States,Desktop,Organic Search,/home,105.8,0.323,0,Yes,4,3
SESS-320222,2025-01-09 19:24:50,Other,Desktop,Social,/cart,88.3,0.591,0,Yes,1,1
SESS-320223,2025-02-11 21:35:06,Germany,Mobile,organic search  ,/deals,99.1,0.569,0,Yes,1,1
SESS-320224,2025-12-27 08:37:40,United States,Mobile,Organic Search,/home,13.1,0.484,0,No,1,1
SESS-320225,2025-07-10 02:50:06,Other,Desktop,Paid Search,/product/home-kitchen,14.6,0.502,0,Yes,2,1
SESS-320226,2025-03-13 19:54:42,Canada,Desktop,Referral,/search,84.1,,0,No,5,4
SESS-320227,2025-03-09 12:23:44,India,Mobile,Paid Search,/account,102.9,0.498,0,No,1,1
SESS-320228,2025-03-09 01:10:00,United States,Mobile,Organic Search,/product/fashion,218.1,0.519,0,Yes,1,1
SESS-320229,2025-03-23 17:37:15,Germany,Desktop,Referral,/checkout,86.4,0.373,0,Yes,2,1
SESS-320230,2025-09-06 10:34:10,Other,Mobile,Paid Search,/home,158.6,0.557,0,Yes,1,1
SESS-320231,2025-01-21 17:44:57,Brazil,Desktop,Referral,/home,315.1,0.402,0,Yes,1,1
SESS-320232,2025-10-01 15:54:20,Canada,Tablet,Paid Search,/product/fashion,214.2,,0,No,2,1
SESS-320233,2025-07-08 07:08:47,Japan,Mobile,Paid Search,/cart,,0.632,0,Yes,2,1
SESS-320234,2025-09-29 23:46:10,United States,Mobile,Email,/deals,147.7,0.341,0,Yes,3,2
SESS-320235,2025-03-13 14:05:25,Other,Desktop,Organic Search,/home,663.1,0.372,0,Yes,4,2
SESS-320236,2025-08-01 14:22:41,United Kingdom,Mobile,Direct,/home,77.4,0.36,0,No,4,2
SESS-320237,2025-01-09 23:53:35,Other,,Paid Search,/home,128.0,0.403,0,Yes,1,1
SESS-320238,2025-11-22 01:13:45,Other,Desktop,Direct,/product/fashion,24.1,0.203,0,Yes,2,1
SESS-320239,2025-05-05 20:40:02,Germany,Tablet,Organic Search,/checkout,87.6,0.365,0,No,5,4
SESS-320240,2025-03-04 10:12:58,Germany,Desktop,Organic Search,/account,217.0,0.317,0,No,2,1
SESS-320241,2025-01-04 00:57:08,Japan,Desktop,Organic Search,/product/fashion,66.4,0.323,0,Yes,4,3
SESS-320242,2025-07-19 07:57:59,Canada,Tablet,Paid Search,/home,73.0,0.54,0,Yes,1,1
SESS-320243,2025-10-08 09:01:27,United States,Mobile,Paid Search,/home,37.7,0.511,0,No,1,1
SESS-320244,2025-07-03 05:25:52,United States,Desktop,Email,/home,118.2,0.377,0,Yes,4,2
SESS-320245,2025-08-31 18:13:14,India,Mobile,Organic Search,/home,37.9,0.497,0,Yes,1,1
SESS-320246,2025-01-22 04:12:19,Other,Mobile,Organic Search,/cart,259.7,0.435,0,No,2,1
SESS-320247,2025-03-14 09:27:36,Canada,Mobile,Paid Search,/deals,89.3,0.507,0,No,1,1
SESS-320248,2025-09-18 09:40:51,Canada,Mobile,Direct,/product/home-kitchen,233.0,0.274,0,Yes,1,1
SESS-320249,2025-04-07 23:08:47,United States,Mobile,Referral,/deals,145.9,0.432,0,Yes,1,1
SESS-320250,2025-03-14 14:23:02,Australia,Mobile,Paid Search,/product/electronics,212.1,0.456,0,Yes,1,1
SESS-320251,2025-12-03 11:27:13,Other,Desktop,Organic Search,/product/home-kitchen,155.1,0.337,0,No,2,1
SESS-320252,2025-06-15 20:39:12,Canada,Mobile,Direct,/home,120.7,0.492,0,Yes,1,1
SESS-320253,2025-12-23 10:15:10,Japan,Desktop,Paid Search,/product/fashion,193.5,0.354,0,Yes,3,2
SESS-320254,2025-10-27 21:38:49,India,Mobile,Organic Search,/search,242.7,0.262,0,Yes,2,1
SESS-320255,2025-05-03 15:24:47,India,Tablet,Social,/deals,38.6,0.637,0,Yes,2,1
SESS-320256,2025-04-16 19:51:24,United States,Desktop,Paid Search,/deals,155.0,0.512,0,No,1,1
SESS-320257,2025-06-28 21:28:08,United States,Mobile,Paid Search,/product/electronics,119.9,0.475,0,No,5,4
SESS-320258,2025-03-17 00:29:53,Germany,Tablet,Referral,/checkout,36.8,0.366,0,Yes,1,1
SESS-320259,2025-10-28 08:22:29,India,Mobile,Social,/home,40.4,0.574,0,Yes,2,1
SESS-320260,2025-10-23 05:40:33,United States,Mobile,Referral,/product/books,123.7,0.722,0,No,1,1
SESS-320261,2025-09-16 17:22:27,Other,Mobile,Paid Search,/product/home-kitchen,346.0,0.516,0,Yes,1,1
SESS-320262,2025-12-28 13:41:55,Other,Mobile,Paid Search,/home,271.3,0.632,0,Yes,1,1
SESS-320263,2025-07-21 11:13:54,India,Mobile,Organic Search,/product/electronics,49.4,0.474,0,Yes,1,1
SESS-320264,2025-12-22 08:38:11,Canada,Mobile,Paid Search,/product/fashion,302.0,0.478,0,No,1,1
SESS-320265,2025-03-24 12:55:08,India,Mobile,Direct,/cart,128.3,0.358,0,Yes,4,3
SESS-320266,2025-06-22 14:59:20,United States,Mobile,Organic Search,/product/fashion,297.6,0.585,0,No,1,1
SESS-320267,2025-03-15 10:14:11,India,Mobile,Social,/cart,,0.568,0,No,1,1
SESS-320268,2025-03-07 06:34:01,Japan,Mobile,Social,/checkout,106.4,0.668,0,Yes,1,1
SESS-320269,2025-05-03 02:43:00,Japan,Mobile,Social,/product/books,114.1,0.632,0,No,1,1
SESS-320270,2025-12-21 03:14:39,United States,Tablet,Referral,/product/electronics,418.4,0.147,0,Yes,7,6
SESS-320271,2025-01-25 03:21:25,United States,Mobile,Social,/search,275.1,0.63,0,Yes,1,1
SESS-320272,2025-05-10 19:30:40,United Kingdom,Mobile,Paid Search,/cart,19.5,0.636,0,No,1,1
SESS-320273,2025-06-03 21:50:46,United States,Desktop,Paid Search,/deals,100.4,0.491,0,Yes,2,1
SESS-320274,2025-01-08 17:27:19,France,Desktop,Paid Search,/product/electronics,80.1,0.474,0,Yes,1,1
SESS-320275,2025-01-27 17:41:49,United States,Desktop,Direct,/product/fashion,62.8,0.223,0,No,5,4
SESS-320276,2025-06-07 17:10:31,United States,Mobile,Organic Search,/home,116.1,0.373,0,No,3,2
SESS-320277,2025-03-14 06:20:00,Australia,Desktop,Social,/product/fashion,251.1,0.51,0,Yes,1,1
SESS-320278,2025-07-25 11:59:21,United Kingdom,Mobile,Direct,/product/home-kitchen,60.2,0.471,0,Yes,1,1
SESS-320279,2025-06-22 16:03:22,Germany,Desktop,Organic Search,/product/electronics,605.0,0.312,0,No,3,2
SESS-320280,2025-07-28 15:20:16,United States,Desktop,Email,/home,229.6,0.239,0,No,3,2
SESS-320281,2025-07-09 18:51:50,United Kingdom,Mobile,Organic Search,/home,59.8,0.43,0,Yes,2,1
SESS-320282,2025-10-04 05:22:58,India,Desktop,Referral,/home,365.0,0.236,0,Yes,6,5
SESS-320283,2025-04-01 12:02:31,United States,Mobile,Direct,/product/electronics,164.4,0.4,0,Yes,3,2
SESS-320284,2025-11-10 12:47:16,United States,Mobile,Direct,/search,342.3,0.405,0,Yes,1,1
SESS-320285,2025-02-19 20:28:02,India,Mobile,Organic Search,/product/fashion,143.2,0.403,0,No,1,1
SESS-320286,2025-04-22 06:09:45,India,Desktop,Direct,/deals,288.0,0.245,1,No,3,2
SESS-320287,2025-01-16 06:52:01,United States,Desktop,Referral,/cart,147.5,0.478,0,No,1,1
SESS-320288,2025-02-11 20:06:23,United States,Mobile,Organic Search,/home,183.1,0.549,0,Yes,1,1
SESS-320289,2025-11-02 09:07:56,India,Tablet,Organic Search,/home,,0.284,0,No,4,3
SESS-320290,2025-07-15 06:28:02,India,Mobile,Paid Search,/deals,136.9,0.589,0,Yes,1,1
SESS-320291,2025-10-05 03:46:38,India,Mobile,Organic Search,/home,81.8,0.49,0,Yes,1,1
SESS-320292,2025-09-21 13:10:02,Japan,Mobile,Direct,/deals,175.6,0.538,0,Yes,1,1
SESS-320293,2025-11-25 14:39:47,United States,Mobile,Social,/product/electronics,69.3,0.583,0,Yes,1,1
SESS-320294,2025-12-09 08:22:15,Canada,Desktop,Organic Search,/product/fashion,142.1,0.318,0,No,7,4
SESS-320295,2025-09-10 08:05:21,United Kingdom,Desktop,Organic Search,/product/fashion,156.5,0.381,0,Yes,2,1
SESS-320296,2025-11-18 05:47:22,Canada,Desktop,Organic Search,/product/fashion,129.3,0.404,0,No,2,1
SESS-320297,2025-01-30 18:21:34,United Kingdom,Desktop,Paid Search,/home,53.9,0.474,0,Yes,1,1
SESS-320298,2025-01-21 11:34:56,Canada,Mobile,Social,/home,174.3,0.515,0,Yes,1,1
SESS-320299,2025-03-16 06:34:17,France,Mobile,Paid Search,/product/electronics,155.5,0.433,0,Yes,3,1
SESS-320300,2025-12-11 10:36:21,India,Mobile,Organic Search,/product/fashion,140.5,0.527,0,No,1,1
SESS-320301,2025-09-01 17:37:04,Other,Desktop,Organic Search,/product/fashion,62.3,0.372,0,Yes,1,1
SESS-320302,2025-01-06 01:09:59,Other,,Paid Search,/cart,187.7,0.444,0,Yes,2,1
SESS-320303,2025-04-14 20:05:01,Brazil,Mobile,Organic Search,/home,137.5,0.503,0,Yes,1,1
SESS-320304,2025-02-08 20:44:44,United States,Tablet,Referral,/home,92.7,0.427,0,No,3,1
SESS-320305,2025-07-04 14:24:25,United States,Mobile,Organic Search,/home,519.8,0.428,0,No,1,1
SESS-320306,2025-07-07 05:01:11,United States,Mobile,Organic Search,/cart,270.6,0.614,0,No,1,1
SESS-320307,2025-03-01 06:51:43,United States,Desktop,Referral,/cart,59.7,0.384,0,No,2,1
SESS-320308,2025-05-05 01:56:46,Germany,Mobile,Paid Search,/cart,122.5,0.585,0,Yes,1,1
SESS-320309,2025-05-08 03:38:14,Brazil,Mobile,Organic Search,/product/electronics,179.0,0.496,0,Yes,1,1
SESS-320310,2025-05-06 18:02:02,United States,,Organic Search,/product/fashion,227.1,0.558,0,Yes,2,1
SESS-320311,2025-02-13 19:23:48,Germany,Mobile,Social,/cart,4.7,0.681,0,Yes,1,1
SESS-320312,2025-12-24 04:03:48,Germany,Desktop,Social,/product/home-kitchen,244.5,0.585,0,No,1,1
SESS-320313,2025-01-01 22:05:27,United States,Mobile,Paid Search,/product/electronics,297.7,0.403,1,Yes,1,1
SESS-320314,2025-08-28 01:34:18,United States,Desktop,organic search  ,/product/electronics,188.4,0.484,0,Yes,1,1
SESS-320315,2025-03-17 06:57:22,France,Mobile,Organic Search,/search,294.6,0.417,0,No,1,1
SESS-320316,2025-08-20 15:43:52,United States,Mobile,Referral,/cart,97.8,0.527,0,Yes,2,1
SESS-320317,2025-04-08 17:54:19,United Kingdom,Desktop,Organic Search,/product/electronics,165.5,0.278,0,No,4,3
SESS-320318,2025-02-09 23:06:57,Other,Mobile,Social,/product/fashion,93.6,0.545,0,No,1,1
SESS-320319,2025-10-16 08:09:21,United Kingdom,Mobile,Direct,/cart,201.2,0.512,0,Yes,1,1
SESS-320320,2025-07-06 21:12:10,India,Tablet,Paid Search,/product/home-kitchen,147.8,0.45,0,Yes,1,1
SESS-320321,2025-01-28 17:11:56,Canada,Mobile,Organic Search,/product/fashion,144.3,0.418,0,No,2,1
SESS-320322,2025-07-23 22:50:42,Brazil,Mobile,Paid Search,/checkout,64.4,0.519,0,Yes,2,1
SESS-320323,2025-02-23 00:12:43,Germany,Mobile,Social,/product/fashion,72.5,0.654,0,Yes,1,1
SESS-320324,2025-07-21 01:24:57,Germany,Desktop,Paid Search,/product/fashion,65.9,0.574,0,No,1,1
SESS-320325,2025-06-04 10:38:32,United States,Mobile,Social,/product/fashion,89.5,0.523,0,Yes,1,1
SESS-320326,2025-06-22 22:39:18,United States,Desktop,Social,/search,128.0,0.486,0,No,1,1
SESS-320327,2025-10-27 14:06:36,Germany,Mobile,Direct,/cart,174.4,0.514,0,Yes,1,1
SESS-320328,2025-02-07 04:50:30,Germany,Mobile,Organic Search,/home,228.9,0.54,0,Yes,1,1
SESS-320329,2025-06-29 11:36:34,Other,Mobile,Direct,/product/fashion,120.0,0.263,0,Yes,2,1
SESS-320330,2025-11-09 19:08:25,India,Mobile,Organic Search,/search,60.5,0.513,0,No,1,1
SESS-320331,2025-02-15 10:42:40,Australia,Tablet,Referral,/home,302.9,0.495,0,Yes,1,1
SESS-320332,2025-12-09 03:25:37,United States,Mobile,Direct,/product/electronics,89.3,0.496,0,Yes,1,1
SESS-320333,2025-05-20 23:10:32,France,Desktop,Social,/product/electronics,372.6,0.449,0,Yes,1,1
SESS-320334,2025-06-07 00:51:28,India,Desktop,Social,/home,37.2,0.483,0,No,1,1
SESS-320335,2025-04-05 07:44:38,United States,Desktop,Direct,/product/electronics,28.4,0.274,0,No,4,3
SESS-320336,2025-05-05 12:27:03,Japan,Mobile,Organic Search,/home,14.0,0.23,0,No,4,3
SESS-320337,2025-07-15 21:52:17,United States,Mobile,Referral,/home,22.5,0.485,0,No,1,1
SESS-320338,2025-06-10 07:41:03,United States,Desktop,Direct,/deals,191.6,0.266,0,Yes,4,3
SESS-320339,2025-05-26 00:13:24,Other,Mobile,Social,/home,85.7,0.69,0,No,1,1
SESS-320340,2025-12-12 20:16:08,Canada,Mobile,Organic Search,/checkout,250.7,0.326,0,No,3,1
SESS-320341,2025-09-29 06:49:22,United States,Mobile,Direct,/home,558.3,0.367,0,No,5,3
SESS-320342,2025-12-20 18:04:27,Other,Desktop,Referral,/product/electronics,39.5,0.547,0,No,1,1
SESS-320343,2025-11-20 20:04:31,Australia,Mobile,Direct,/product/fashion,66.5,0.458,0,Yes,1,1
SESS-320344,2025-05-10 02:06:32,Brazil,Mobile,Organic Search,/product/electronics,196.3,0.489,0,Yes,1,1
SESS-320345,2025-04-02 11:08:19,United States,Mobile,Paid Search,/product/books,182.0,0.484,0,Yes,1,1
SESS-320346,2025-10-03 20:42:59,Australia,Mobile,Paid Search,/deals,147.9,0.584,0,Yes,2,1
SESS-320347,2025-01-09 11:22:05,India,Desktop,Email,/product/fashion,252.3,0.281,0,No,2,1
SESS-320348,2025-07-30 20:28:53,United States,Mobile,Paid Search,/product/electronics,181.1,0.553,0,No,1,1
SESS-320349,2025-07-06 04:16:57,Mexico,Mobile,Paid Search,/home,51.9,0.533,0,Yes,1,1
SESS-320350,2025-08-11 00:55:24,Other,Tablet,Paid Search,/product/electronics,82.8,0.368,0,No,2,1
SESS-320351,2025-11-18 16:21:54,India,Desktop,Direct,/home,61.8,0.379,0,Yes,1,1
SESS-320352,2025-07-07 03:32:49,Canada,Mobile,Direct,/product/electronics,150.0,0.544,0,No,1,1
SESS-320353,2025-02-16 08:23:24,United States,Desktop,Organic Search,/deals,74.8,0.526,0,Yes,2,1
SESS-320354,2025-09-13 02:31:29,United States,Mobile,Referral,/account,79.0,0.475,0,Yes,1,1
SESS-320355,2025-11-25 23:53:48,India,Mobile,Paid Search,/deals,196.2,0.525,0,Yes,1,1
SESS-320356,2025-01-10 12:16:14,United Kingdom,Mobile,Organic Search,/product/fashion,127.1,0.588,0,No,1,1
SESS-320357,2025-03-12 22:35:32,Brazil,Mobile,Organic Search,/product/fashion,288.8,0.534,0,Yes,1,1
SESS-320358,2025-01-24 21:12:37,Other,Desktop,Referral,/deals,137.2,0.249,0,No,4,3
SESS-320359,2025-05-22 02:46:43,Australia,,Organic Search,/checkout,370.2,0.35,1,No,3,1
SESS-320360,2025-04-21 08:15:15,Japan,Mobile,Direct,/product/electronics,141.5,0.407,0,Yes,1,1
